spam/ham,VocabularyRichness,Legomena,Dislegomena,YuleK,Entropy,Sichel,Honore,WordLengthWithoutStopwords,InverseFI_WithoutStopwords,ComplexWordsWithoutStopwords,FISimpleWithoutStopwords,SimpleWordsWithoutStopwords,FKRI_WithoutStopwords,FORCAST_WithoutStopwords,SMOG_WithoutStopWords,FRESWithoutStopwords,FogIndexWithoutStopWords,FogIndex,FRES,SMOG-I,FORCAST,FISimple,InverseFI,SMOG,FKRI,ARI,CLI,SimpleWords,ComplexWords,WordLength,TFISFWithoutStopwords,MaxLongestRepeatingCharacter,MinCharacterDiversity,UniqueHTMLAnchor,RatioNonAlphaNumToAll,RatioDigitToAll,RatioUpperToAll,RatioUpperLower,AvgWordsinSentences,AvgCharinParagraphs,AvgWordsinParagraphs,AvgSentenceinParagraphs,CountofParagraphs,SpamWords,FunctionWords,HTMLAnchor,HTMLNotAnchor,HTMLImage,LongestCapital,CountCapWord,SenBegLower,CountLines,SenBegUpper,AllCountDigitWord,CountSentence,SingleCharWords,HTMLTags,DuplicateWords,CountLowerChars,TFISF,SingleDigitWords,AllCountCapWord,QuestionMark,SingleLetterWords,ExclamationMark,CountUpperChars,Comma,CountWord,SemiColon,Colon,SingleQuote,Period,Space,Tab,Dollar,Ellipsis,WordsMinChar,MultipleExclamationMarks,AlphaOnly,AlphaChars,MultipleQuestionMarks,SpecialChars,WordsMaxChar,CountDigitChars,WordsAVGChar,CountWordLess3Char,CountChars,CountWordLonger6Char,AlphaNumeric
0,0.152061856,25,9,1077.160166,2.969836751,0.152542373,1034.40975,0.19205298,0.048395368,2,24.10684327,15,-11.37377483,18.5,7.472135955,139.4989845,20.66313466,20.79298246,139.2675439,7.786337801,18.5,24.21403509,0.048093149,7.472135955,-11.38868421,204.324,-15.58415526,15,2,0.190789474,119,3,1.316074013,0,0.333333333,1,1,2,53.33333333,291,160,3,1,0,0,0,1,0,4,134,18,5,134,8,3,295,1,13,112,120,1,110,0,107,0,160,5,192,0,5,0,3,165,0,0,0,1,0,152,272,0,412,20,19,0.99742268,179,711,2,0
0,0.087667162,20,6,1145.389233,2.941311217,0.101694915,985.1101909,0.002840909,0.049715909,0,20.22792208,1,-15.50076299,19.9,3,155.5546591,20.11428571,20.11428571,155.5546591,3.1219,19.9,20.22792208,0.049715909,3,-15.50076299,6718.651429,-17.63295795,1,0,0.002840909,261,4,1.379729661,0,0.4,1,1,4,50.85714286,497,356,7,1,0,0,0,1,0,3,351,1,5,351,4,7,505,1,12,60,261,1,293,0,285,0,420,10,432,0,3,0,254,320,0,0,0,1,0,352,482,0,931,6,10,1.089153046,420,1431,0,0
0,0.073324905,19,7,1111.301126,2.933633405,0.120689655,992.439185,0.007177033,0.023923445,0,42.08708134,3,-15.212811,19.7,3,100.160323,41.8,41.8,100.160323,3.1219,19.7,42.08708134,0.023923445,3,-15.212811,1723.215,-16.03838246,3,0,0.007177033,179,3,1.379729661,0,0.333333333,1,1,3,105,585,420,4,1,0,0,0,1,0,3,416,3,5,416,2,4,575,1,17,78,179,2,341,0,328,2,498,12,512,0,1,0,8,100,0,0,1,1,1,418,581,0,520,6,2,1.089759798,505,1111,0,0
0,0.177419355,36,10,918.8923575,3.107030064,0.151515152,1302.156648,0.154320988,0.059902381,2,18.91604938,11,-12.69651235,18.9,6.872983346,152.6719444,16.69382716,16.79079755,152.4982899,7.16142163,18.9,18.9993865,0.059556432,6.872983346,-12.70768405,253.5531818,-15.67712593,11,2,0.153374233,139,3,1.305299881,0,0.333333333,1,1,3,43.5,300,174,4,1,0,2,0,1,0,3,154,10,5,154,11,4,269,1,11,96,141,0,126,0,124,0,182,2,218,0,7,0,4,112,0,0,0,1,0,163,279,0,330,11,22,1.172043011,203,639,5,0
0,0.134110787,12,10,1057.722548,2.943369593,0.217391304,789.8105899,0.005649718,0.056497175,0,17.9259887,1,-15.42583333,19.9,3,161.4432839,17.7,17.7,161.4432839,3.1219,19.9,17.9259887,0.056497175,3,-15.42583333,2390.215,-16.81391186,1,0,0.005649718,130,3,1.379729661,0,0.333333333,1,1,3,46,285,184,4,1,0,0,0,1,0,3,176,1,5,176,7,4,247,1,13,34,130,0,144,0,135,0,217,6,222,0,1,0,4,45,0,0,0,1,0,177,255,0,224,7,25,1.163265306,211,512,1,0
0,0.112294288,58,15,849.1512892,3.360110951,0.129310345,1388.044494,0.028384279,0.010906632,1,92.21135371,7,-13.8900655,19.3,6.872983346,-28.00131004,91.68733624,92.2867679,-29.5081833,7.16142163,19.3,92.80737527,0.01083579,6.872983346,-13.89224512,1165.221429,-15.65995798,7,1,0.028199566,167,4,1.317980629,0,0.4,1,1,2,262.5,874,525,2,1,0,0,0,1,0,3,454,8,5,454,64,2,678,1,26,133,169,4,371,0,361,0,560,3,687,4,3,0,1,234,0,0,0,1,0,461,693,0,767,8,293,1.447241045,611,1761,9,0
0,0.095384615,23,9,1097.183432,2.994200233,0.14516129,1029.672529,0.002994012,0.04491018,0,22.38642715,1,-15.48967066,19.9,3,150.0800399,22.26666667,22.26666667,150.0800399,3.1219,19.9,22.38642715,0.04491018,3,-15.48967066,4311.853333,-17.41403593,1,0,0.002994012,249,5,1.379729661,0,0.4,1,1,3,57.16666667,503,343,6,1,0,1,0,1,0,3,333,1,5,333,9,6,473,1,14,74,251,1,266,2,261,0,400,8,416,0,2,0,4,79,0,0,0,1,0,334,475,0,414,6,23,1.116923077,402,920,0,0
0,0.180602007,27,7,1061.956801,2.985195853,0.12962963,1140.088715,0.006711409,0.05033557,0,20.13512304,1,-15.38080537,19.9,3,155.8555481,19.86666667,19.86666667,155.8555481,3.1219,19.9,20.13512304,0.05033557,3,-15.38080537,2682.276667,-16.46148188,1,0,0.006711409,105,3,1.379729661,0,0.333333333,1,1,2,54,244,162,3,1,0,0,0,1,0,3,148,1,5,148,13,3,208,1,9,22,105,0,126,1,120,1,176,3,198,0,2,0,62,109,0,0,0,1,0,149,200,0,324,7,42,1.180602007,191,574,1,0
0,0.077617329,12,3,1200.589086,2.780165785,0.069767442,876.2518759,0.003412969,0.059726962,0,16.87937591,1,-15.49401268,19.9,3,164.0612628,16.74285714,16.74285714,164.0612628,3.1219,19.9,16.87937591,0.059726962,3,-15.49401268,3473.461429,-17.72309352,1,0,0.003412969,205,4,1.379729661,0,0.333333333,0.666666667,1,2,41.85714286,381,293,7,1,0,0,0,1,0,3,292,1,5,292,0,7,427,1,10,37,205,0,255,0,244,0,338,4,351,0,1,0,7,61,0,0,0,1,0,293,376,0,358,5,0,1.001805054,349,742,0,0
0,0.131782946,25,6,1345.00464,2.733129004,0.117647059,1168.767921,0.004926108,0.061576355,0,16.43704433,1,-15.45387192,19.9,3,165.2092512,16.24,16.24,165.2092512,3.1219,19.9,16.43704433,0.061576355,3,-15.45387192,2498.52,-17.12503448,1,0,0.004926108,165,3,1.379729661,0,0.333333333,1,1,5,42,263,210,5,1,0,0,0,1,0,3,203,1,5,203,7,5,300,1,6,16,165,4,188,1,180,0,231,4,261,0,1,0,4,54,0,0,0,1,0,203,248,0,266,7,13,1.07751938,256,535,1,0
0,0.436170213,27,7,708.4653689,3.15537352,0.170731707,1330.536329,0.265306122,0.051020408,0,26.13061224,8,-9.339387755,19.2,3,134.655102,19.6,19.6,134.655102,3.1219,19.2,26.13061224,0.051020408,3,-9.339387755,95.61,-15.6066,8,0,0.265306122,0,3,1.379729661,0,0.333333333,1,1,2,54,102,54,1,1,0,0,0,1,0,2,38,11,5,38,5,1,55,1,5,41,0,1,32,0,31,0,44,1,68,0,1,0,3,27,0,0,0,1,0,49,85,0,77,5,22,1.574468085,58,192,0,0
0,0.178571429,16,2,1346.859056,2.779128759,0.05,901.9410086,0.008849558,0.044247788,0,22.9539823,1,-15.29057522,19.9,3,148.7388274,22.6,22.6,148.7388274,3.1219,19.9,22.9539823,0.044247788,3,-15.29057522,1420.08,-16.23277168,1,0,0.008849558,55,3,1.379729661,0,0.333333333,1,1,2,58,155,116,2,1,0,0,0,1,0,2,113,1,5,113,3,2,165,1,6,17,55,0,96,0,95,0,126,3,147,0,1,0,2,26,0,0,0,1,0,113,143,0,145,5,10,1.111607143,144,306,0,0
0,0.166666667,25,4,1069.973498,2.949371479,0.075471698,1090.674012,0.032258065,0.032258065,0,31.77419355,3,-14.62435484,19.7,3,125.4434677,31,31,125.4434677,3.1219,19.7,31.77419355,0.032258065,3,-14.62435484,731.35,-15.81562237,3,0,0.032258065,77,3,1.291549665,0,0.333333333,1,1,4,82.5,246,165,2,1,0,0,0,1,0,3,154,4,5,154,8,2,234,1,8,44,77,1,129,1,126,0,185,3,207,0,1,0,4,47,0,0,0,1,0,155,229,0,213,5,29,1.204402516,194,479,1,2
0,0.093201754,34,14,1069.920552,3.106257416,0.164705882,1135.939998,0.050108932,0.027233115,0,38.37577342,19,-13.5167146,18.1,3,109.4187843,36.72,36.96,108.8373117,3.1219,18.1,38.60502165,0.027056277,3,-13.52055411,315.8715789,-15.70569474,19,0,0.04978355,296,3,1.348006155,0,0.5,1,1,4,95.6,713,478,5,1,0,6,0,1,0,3,443,21,5,443,16,5,660,1,20,153,302,7,373,1,359,0,534,18,599,0,5,2,6,157,0,0,0,1,0,462,687,0,626,7,32,1.194078947,569,1353,1,0
0,0.190322581,30,8,776.2747138,3.165551003,0.13559322,1167.095743,0.114754098,0.06147541,0,19.21748634,9,-13.06590164,19.1,3,155.8501366,16.26666667,16.53333333,155.3300538,3.1219,19.1,19.43655914,0.060483871,3,-13.08774194,453.1633333,-15.4699957,9,0,0.112903226,110,4,1.248991329,0,0.4,1,1,4,45,227,135,3,1,0,4,0,1,0,3,116,9,5,116,11,3,218,1,9,61,114,1,93,0,93,0,148,0,178,0,8,0,186,284,0,0,0,1,0,124,210,0,659,7,27,1.209677419,165,904,2,0
0,0.325842697,12,9,979.6742836,2.797064293,0.310344828,765.7085572,0.020408163,0.051020408,0,20.41632653,1,-14.95918367,19.9,3,155.3734694,19.6,20.4,153.4111765,3.1219,19.9,21.18431373,0.049019608,3,-14.96862745,647.89,-15.93228235,1,0,0.019607843,0,2,1.379729661,0,0.333333333,0.666666667,1,2,51,74,51,1,1,0,2,0,1,0,2,46,5,5,46,0,1,65,1,6,14,0,0,37,0,38,0,54,0,59,0,1,0,1,15,0,0,0,1,0,51,69,0,65,5,0,1.101123596,58,142,0,0
0,0.071553229,24,11,921.9411018,3.168892828,0.134146341,995.8805131,0.068904594,0.030851316,1,34.1096416,25,-13.38406865,17.5,5.070196678,118.9356714,32.41352852,32.58458448,118.531406,5.281115135,17.5,34.27175496,0.030689359,5.070196678,-13.38835551,315.7077143,-15.69893624,25,1,0.068541301,374,3,1.271140212,0,0.333333333,1,1,3,83.28571429,908,583,7,1,0,1,0,1,0,4,543,26,5,543,14,7,844,1,29,211,379,0,451,1,432,0,653,19,702,0,20,0,6,241,0,0,0,1,0,569,869,0,865,14,38,1.105584642,672,1780,3,0
